,molecule_chembl_id,canonical_smiles,pchembl_value,bioactivity_class,standardized_smiles
583,CHEMBL5171650,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1,5.09,low activity,C=C1CC[C@H]2[C@@](C)(CCC[C@]2(C)C(=O)O)[C@@H]1C/C=C(\C)[C@H]1CCc2c(O)c(CC3C(=O)C(C(C)=O)=C(O)C(C)(C)C3O)c(O)c(C(=O)CCC)c2O1
584,CHEMBL5173495,CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3c(OC)cc(OC)cc3n2)cc1,4.0,no activity,CCCOc1ccc(-c2cc(OCCN3CCN(Cc4ccccc4)CC3)c3c(OC)cc(OC)cc3n2)cc1
585,CHEMBL4175014,CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1,6.38,moderate activity,CCCOc1ccc(-c2cc(OCCN3CCc4cc(OC)c(OC)cc4C3)c3c(OC)cc(OC)cc3n2)cc1
586,CHEMBL5181347,CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1,5.85,low activity,CCCOc1ccc(-c2cc(OCCN3CCCCC3)c3c(OC)ccc(OC)c3n2)cc1
587,CHEMBL5209332,CCCOc1ccc(-c2cc(OCCN3CCCC3)c3cc(OC)cc(OC)c3n2)cc1,4.0,no activity,CCCOc1ccc(-c2cc(OCCN3CCCC3)c3cc(OC)cc(OC)c3n2)cc1
588,CHEMBL1595621,C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-],7.34,moderate activity,C=CCn1c(S)nnc1CSc1ccccc1[N+](=O)[O-]
589,CHEMBL5174530,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1cc[nH]n1)C(=O)CCl,7.47,moderate activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1cc[nH]n1)C(=O)CCl
590,CHEMBL5184792,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl,8.1,high activity,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CCl
591,CHEMBL5193596,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CBr,6.27,moderate activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CBr
592,CHEMBL5176036,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1c[nH]cn1)C(=O)CCl,7.06,moderate activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(Cc1c[nH]cn1)C(=O)CCl
593,CHEMBL5173143,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl,8.3,high activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCCNC1=O)C(=O)CCl
594,CHEMBL5184210,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl,7.77,moderate activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CC1CCNC1=O)C(=O)CCl
595,CHEMBL5189591,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.77,moderate activity,CC(C)C[C@H](NC(=O)OCc1ccccc1)C(=O)NN(CCC(N)=O)C(=O)CCl
596,CHEMBL5182294,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF,5.92,low activity,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)CF
597,CHEMBL5180774,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@@H](F)Cl,7.28,moderate activity,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@@H](F)Cl
598,CHEMBL5169690,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl,8.7,high activity,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)OCc1ccccc1)C(=O)[C@H](F)Cl
599,CHEMBL5179702,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,8.15,high activity,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl
600,CHEMBL5182106,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl,8.4,high activity,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@@H]1CCNC1=O)C(=O)CCl
601,CHEMBL5205478,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl,8.52,high activity,CC(C)C[C@H](NC(=O)c1cc2ccccc2[nH]1)C(=O)NN(C[C@H]1CCNC1=O)C(=O)CCl
602,CHEMBL5198234,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl,7.85,moderate activity,CC(C)C[C@H](NC(=O)c1cc2cnccc2[nH]1)C(=O)NN(CCC(N)=O)C(=O)CCl
603,CHEMBL5208244,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl,8.7,high activity,NC(=O)CCN(NC(=O)[C@H](CC1CCCCC1)NC(=O)c1cc2ccccc2[nH]1)C(=O)CCl
604,CHEMBL5186059,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1,8.4,high activity,Cc1cc(C(=O)N[C@@H](CC2CCCCC2)C(=O)NN(CCC(N)=O)C(=O)CCl)no1
605,CHEMBL5204130,O=C(Sc1nncs1)c1cc2ccccc2[nH]1,6.84,moderate activity,O=C(Sc1nncs1)c1cc2ccccc2[nH]1
606,CHEMBL5184334,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.21,moderate activity,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1
607,CHEMBL5189565,Cc1nnc(SC(=O)c2cccc3[nH]ccc23)s1,7.22,moderate activity,Cc1nnc(SC(=O)c2cccc3[nH]ccc23)s1
608,CHEMBL5173920,Cc1nnc(SC(=O)c2ccc3[nH]ccc3c2)s1,7.14,moderate activity,Cc1nnc(SC(=O)c2ccc3[nH]ccc3c2)s1
609,CHEMBL5188939,Cc1nnc(SC(=O)c2ccc3cc[nH]c3c2)s1,7.26,moderate activity,Cc1nnc(SC(=O)c2ccc3cc[nH]c3c2)s1
610,CHEMBL5199191,Cc1nnc(SC(=O)c2cccc3cc[nH]c23)s1,6.8,moderate activity,Cc1nnc(SC(=O)c2cccc3cc[nH]c23)s1
611,CHEMBL5199531,Cc1nnc(SC(=O)c2cc3ccccc3n2C)s1,6.46,moderate activity,Cc1nnc(SC(=O)c2cc3ccccc3n2C)s1
612,CHEMBL5204452,CSc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,7.04,moderate activity,CSc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1
613,CHEMBL5204064,COc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1,6.83,moderate activity,COc1nnc(SC(=O)c2cc3ccccc3[nH]2)s1
614,CHEMBL5207613,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)o1,5.91,low activity,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)o1
615,CHEMBL5202104,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)n1C(=O)c1cc2ccccc2[nH]1,6.55,moderate activity,Cc1nnc(SC(=O)c2cc3ccccc3[nH]2)n1C(=O)c1cc2ccccc2[nH]1
616,CHEMBL5189863,Cc1nnc(SC(=O)c2cc3ccccc3o2)s1,6.5,moderate activity,Cc1nnc(SC(=O)c2cc3ccccc3o2)s1
617,CHEMBL5174547,Cc1nnc(SC(=O)c2ccc(Br)o2)s1,6.32,moderate activity,Cc1nnc(SC(=O)c2ccc(Br)o2)s1
618,CHEMBL4855437,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)o2)s1,7.46,moderate activity,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)o2)s1
619,CHEMBL5207392,Cc1nnc(SC(=O)c2ccc(C#Cc3ccccc3)o2)s1,6.6,moderate activity,Cc1nnc(SC(=O)c2ccc(C#Cc3ccccc3)o2)s1
620,CHEMBL5192027,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)[nH]2)s1,6.63,moderate activity,Cc1nnc(SC(=O)c2ccc(-c3ccccc3)[nH]2)s1
621,CHEMBL5191017,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1,6.34,moderate activity,Cc1nnc(SC(=O)c2ccc3ccccc3c2)s1
622,CHEMBL5169323,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1,7.94,moderate activity,O=C(Sc1ncccn1)c1cc2ccccc2[nH]1
623,CHEMBL5207081,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1,7.06,moderate activity,Cc1ccnc(SC(=O)c2cc3ccccc3[nH]2)n1
624,CHEMBL5192248,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1,5.69,low activity,Cc1cc(C)nc(SC(=O)c2cc3ccccc3[nH]2)n1
625,CHEMBL5177782,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1,7.74,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)o1
626,CHEMBL5169680,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1,6.54,moderate activity,Cc1cc(C)nc(SC(=O)c2ccc(C#Cc3ccccc3)o2)n1
627,CHEMBL5204680,O=C(Sc1ncccn1)c1cc2ccccc2s1,7.81,moderate activity,O=C(Sc1ncccn1)c1cc2ccccc2s1
628,CHEMBL5186338,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1,7.86,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccccc2)s1
629,CHEMBL5208709,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1,7.84,moderate activity,O=C(Sc1ncccn1)c1ccc(-c2ccc(Br)cc2)s1
630,CHEMBL5184362,O=C(Sc1ncccn1)c1ccc2ccccc2n1,7.69,moderate activity,O=C(Sc1ncccn1)c1ccc2ccccc2n1
631,CHEMBL5178465,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1,6.26,moderate activity,COc1ccc2cc([C@H](C)C(=O)Sc3ncccn3)ccc2c1
632,CHEMBL5192654,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1,6.93,moderate activity,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2[nH]1
633,CHEMBL5186708,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1,6.78,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)o1
634,CHEMBL5194755,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccc(Br)cc2)o1,6.59,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccc(Br)cc2)o1
635,CHEMBL5181137,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1,6.72,moderate activity,O=C(Sc1nc2ccccc2s1)c1cc2ccccc2s1
636,CHEMBL5178568,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1,6.9,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc(-c2ccccc2)s1
637,CHEMBL5197891,O=C(Sc1nc2ccccc2s1)c1ccc2ccccc2n1,7.05,moderate activity,O=C(Sc1nc2ccccc2s1)c1ccc2ccccc2n1
638,CHEMBL490820,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12,6.5,moderate activity,O=C(Oc1cncc(Cl)c1)c1cccc2[nH]ccc12
639,CHEMBL5205750,O=C(Oc1cncc(Cl)c1)c1cc2cc(Cl)ccc2[nH]1,7.47,moderate activity,O=C(Oc1cncc(Cl)c1)c1cc2cc(Cl)ccc2[nH]1
640,CHEMBL5190583,O=C(NCCN1C(=O)C=CC1=O)c1cc2ccccc2[nH]1,5.68,low activity,O=C(NCCN1C(=O)C=CC1=O)c1cc2ccccc2[nH]1
641,CHEMBL121556,S=C(SSC(=S)N1CCOCC1)N1CCOCC1,5.39,low activity,S=C(SSC(=S)N1CCOCC1)N1CCOCC1
642,CHEMBL4441971,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1,6.15,moderate activity,O=C(/C=C/c1ccccc1)N[C@@H](CC1CCCCC1)C(=O)N[C@@H](C[C@@H]1CCNC1=O)C(=O)C(=O)NCc1ccccc1
643,CHEMBL5208720,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O,5.87,low activity,Nc1cccn([C@@H](CC2CC2)C(=O)N[C@@H](C[C@@H]2CCNC2=O)C(=O)C(=O)NCc2ccccc2)c1=O
644,CHEMBL5207119,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1,7.28,moderate activity,O=C[C@H](C[C@@H]1CCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)c1cc2ccccc2[nH]1
645,CHEMBL5172346,CC(=O)N[C@@H](CCc1nc2ccccc2s1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.0,low activity,CC(=O)N[C@@H](CCc1nc2ccccc2s1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O
646,CHEMBL5176411,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O,5.0,low activity,CC(=O)N[C@@H](CCc1ccc(O)cc1)C(=O)N[C@@H](CN)C(=O)NCC(=O)NC/C=C/C(=O)O
647,CHEMBL3922662,O=c1c2ccccc2[se]n1-c1ccccc1O,6.62,moderate activity,O=c1c2ccccc2[se]n1-c1ccccc1O
648,CHEMBL3983492,COc1ccccc1-n1[se]c2ccccc2c1=O,6.58,moderate activity,COc1ccccc1-n1[se]c2ccccc2c1=O
649,CHEMBL3928799,O=C(Nc1ccccc1O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1O,4.47,low activity,O=C(Nc1ccccc1O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1O
650,CHEMBL3912164,COc1ccccc1NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1OC,6.58,moderate activity,COc1ccccc1NC(=O)c1ccccc1[Se][Se]c1ccccc1C(=O)Nc1ccccc1OC
651,CHEMBL599894,O=C1c2ccccc2-c2nc3nnnn3nc21,6.58,moderate activity,O=C1c2ccccc2-c2nc3nnnn3nc21
652,CHEMBL1397270,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O,6.28,moderate activity,Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C)c2cc1C=O
653,CHEMBL290904,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1,6.41,moderate activity,Cc1ccc(NC2=CC(=O)c3sc(C)nc3C2=O)cc1
654,CHEMBL15192,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O,6.21,moderate activity,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
655,CHEMBL5206079,C[C@H](c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl,5.18,low activity,C[C@H](c1ccccc1Cl)N(C)Cc1cc(O)ccc1Cl
656,CHEMBL5201129,COc1cc(CNC(=O)C2CCN(C(C)c3cccc4ccccc34)CC2)ccn1,6.09,moderate activity,COc1cc(CNC(=O)C2CCN(C(C)c3cccc4ccccc34)CC2)ccn1
657,CHEMBL551592,CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1,4.96,low activity,CC(=O)Nc1ccc(C)c(C(=O)N[C@H](C)c2cccc3ccccc23)c1
658,CHEMBL486027,COC(=O)c1ccc(O)c(O)c1,5.42,low activity,COC(=O)c1ccc(O)c(O)c1
659,CHEMBL53566,OCCc1ccc(O)cc1,5.17,low activity,OCCc1ccc(O)cc1
660,CHEMBL14193,O=Cc1ccc(O)cc1,5.4,low activity,O=Cc1ccc(O)cc1
661,CHEMBL727,Nc1nc2[nH]cnc2c(=S)[nH]1,6.3,moderate activity,Nc1nc2[nH]cnc2c(=S)[nH]1
662,CHEMBL3407552,O=C1c2ccccc2C(=O)c2oc(-c3ccccc3)nc21,6.25,moderate activity,O=C1c2ccccc2C(=O)c2oc(-c3ccccc3)nc21
663,CHEMBL2105734,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-],5.61,low activity,COCC[n+]1c2c(n(Cc3cnccn3)c1C)C(=O)c1ccccc1C2=O.[Br-]
664,CHEMBL1473252,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+],5.78,low activity,Cc1c(S(=O)(=O)[O-])oc2c1C(=O)C(=O)c1c-2ccc2c1CCCC2(C)C.[Na+]
665,CHEMBL1200596,Oc1c(Cl)cc(Cl)c2cccnc12,5.14,low activity,Oc1c(Cl)cc(Cl)c2cccnc12
666,CHEMBL454129,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1,5.77,low activity,CC1(C)OC2=C(C(=O)C(=O)c3ccccc32)C1n1cc(-c2ccccc2)nn1
667,CHEMBL5188555,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O,5.66,low activity,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=CC(=O)c2ccccc2C1=O
668,CHEMBL5206451,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O,5.51,low activity,CN(Cc1cn(C2C3=C(OC2(C)C)c2ccccc2C(=O)C3=O)nn1)C1=C(Br)C(=O)c2ccccc2C1=O
669,CHEMBL2103763,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.88,low activity,O=C1c2c(O)cccc2[C@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
670,CHEMBL3617994,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21,4.79,low activity,O=C1c2c(O)cccc2[C@@H]([C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)c2cc(CO)cc(O)c21
671,CHEMBL5204399,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.03,moderate activity,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12
672,CHEMBL5182468,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12,6.64,moderate activity,COC(=O)/C=C/C(=O)NNC(=O)CCc1ccc(NC(C)=O)cc1C(=O)N[C@H](C)c1cccc2ccccc12
673,CHEMBL5196343,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12,7.01,moderate activity,C#CC(=O)NNC(=O)CCc1ccccc1C(=O)N[C@H](C)c1cccc2ccccc12
674,CHEMBL5196473,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12,5.27,low activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CCl)c1cccc2ccccc12
675,CHEMBL5208536,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12,5.1,low activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)CC#N)c1cccc2ccccc12
676,CHEMBL5169739,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)/C(C#N)=C/C1CC1)c1cccc2ccccc12,4.0,no activity,C[C@@H](NC(=O)c1ccccc1CCC(=O)NNC(=O)/C(C#N)=C/C1CC1)c1cccc2ccccc12
677,CHEMBL5194538,O=c1c2ccccc2[se]n1-c1ccccc1Br,5.9,low activity,O=c1c2ccccc2[se]n1-c1ccccc1Br
678,CHEMBL5199343,O=c1c2ccccc2[se]n1-c1ncccc1O,6.24,moderate activity,O=c1c2ccccc2[se]n1-c1ncccc1O
679,CHEMBL5195364,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1,5.72,low activity,O=c1c2ccccc2[se]n1-c1ccc([N+](=O)[O-])cc1
680,CHEMBL5206009,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1,6.0,moderate activity,COc1ccc(-n2[se]c3ccccc3c2=O)c(OC)c1
681,CHEMBL5193976,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F,5.68,low activity,O=c1c2ccccc2[se]n1-c1cc(Cl)ccc1F
682,CHEMBL5177233,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O,5.98,low activity,Cc1ccc(Cl)cc1-n1[se]c2ccccc2c1=O
683,CHEMBL5202141,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O,5.89,low activity,Cc1c(Cl)cccc1-n1[se]c2ccccc2c1=O
684,CHEMBL5180964,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,5.41,low activity,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
685,CHEMBL5195478,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
686,CHEMBL5200040,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O,6.43,moderate activity,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCNC1=O
687,CHEMBL5207566,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.56,moderate activity,CCCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
688,CHEMBL5203574,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.57,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc2ccccc2c1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
689,CHEMBL5205787,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.68,moderate activity,CC(C)C[C@H](NC(=O)[C@@H](NC(=O)c1ccc([N+](=O)[O-])cc1)C(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
690,CHEMBL3885329,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.49,moderate activity,CC(C)C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
691,CHEMBL5199094,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1,6.53,moderate activity,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@H](CC1CC1)NC(=O)/C=C/c1ccccc1
692,CHEMBL5174138,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.83,low activity,CC(C)C[C@H](NC(=O)[C@H](CC1CCCCC1)NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
693,CHEMBL5203407,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,4.91,low activity,C[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
694,CHEMBL3884779,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.16,low activity,CC(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
695,CHEMBL5182830,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.46,low activity,CC(C)(C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
696,CHEMBL5186446,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1,5.69,low activity,O=C[C@H](C[C@@H]1CCCNC1=O)NC(=O)[C@@H](NC(=O)/C=C/c1ccccc1)c1ccccc1
697,CHEMBL5207769,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.87,low activity,C=CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
698,CHEMBL5173857,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,5.49,low activity,C#CC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
699,CHEMBL5172144,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.26,moderate activity,CCC[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
700,CHEMBL5190907,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O,6.45,moderate activity,CC[C@H](C)[C@H](NC(=O)/C=C/c1ccccc1)C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C=O)C[C@@H]1CCCNC1=O
